x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.812064883
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7768499
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.808838379
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.829488003
1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.831700462
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.812617998
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.796301108
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.725318027
0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.748641039
0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.751130056
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.738592785
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.760993939
1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.806533734
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.702916873
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.843868991
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.808746193
1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.818702262
1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.857051563
0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.745506721
0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.729282017
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.691117088
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.798329196
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.75721432
0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.738316227
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.773715582
0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.763575142
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.706051191
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.837876912
0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.783671651
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.749562897
1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.819992863
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.717021303
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.748917597
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.910888081
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.760256452
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.808100893
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.799251054
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.812433626
1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.828197401
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.836217568
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.806072805
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.760256452
0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7397912
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.774913998
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.806533734
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.748917597
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.754448746
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.776112413
1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.814830457
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.69922944
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.836401939
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.74707388
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.815752316
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.749101968
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.884246379
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.745783279
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.750761313
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.823772482
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.850875113
1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.850967299
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.837692541
1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.831331719
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.76560323
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.733153821
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.747811367
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.805335318
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.816028873
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.737394369
1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.822758438
0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.757490878
0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.767078203
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.813355484
0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7391459
0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.769475034
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.719418134
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.886366653
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.760901753
1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.840550301
0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0.75721432
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.774176511
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.862582712
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.770950007
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.836309753
0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.738777156
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.818241333
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.746059836
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.746520765
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.889224414
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.764865743
0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.733614751
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.723013381
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.733338193
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.725778956
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.83308325
0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.770396893
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.785791924
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.739699015
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.752881587
1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.81344767
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.759703337
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.749562897
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.849215768
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.730203875
1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.850782927
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.786529411
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.707065235
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.824049039
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.670467464
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.699045068
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.715822887
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.870418507
1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.840550301
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.728267973
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.827367729
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.883047964
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.718127533
0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.764773558
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.734444423
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.743663005
1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.834926966
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.804782203
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.722552452
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.716191631
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.711121411
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.677289215
0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.766617274
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.805980619
1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.813908599
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.714993215
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.789479357
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.839905
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.901669499
0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.777679572
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.775282741
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.908675622
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.82580057
0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.777126457
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.820361607
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.783487279
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.711490154
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.709646438
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.706973049
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.80662592
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.881296433
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.875212169
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.746612951
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.912547426
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.755278418
0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.772240609
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.918078575
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.860462438
1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.856037519
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.775835856
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.831516091
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.759887709
0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.797038594
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.864702986
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.755647161
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.832345763
0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.760440824
0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.771318751
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.848386096
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.956796619
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.853179758
0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.759703337
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.792890232
0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.756015905
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.756292462
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.763667328
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.884154194
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.740344315
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.772056237
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.744584863
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.855115661
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.769659406
0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.734444423
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.727714858
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.883877636
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.765971973
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.753526888
1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.876871514
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.734628795
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.782288863
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.963987113
0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.774268697
1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.941401587
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.760809567
1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.868943533
0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.778785802
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.778417059
0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.793443347
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.857881235
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.81851789
0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.764773558
0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.808008707
